,OrderID,Product,QtyOrdered,UnitPrice,OrderDate,OrderLocation,Month,ClientName
0,9614,prod12,1,400,07/06/19 14:32,"278 13th St, Seattle ,WA",July,Client9
1,9614,prod11,7,600,07/06/19 14:32,"278 13th St, Seattle ,WA",July,Client9
2,9614,prod15,5,1000,07/06/19 14:32,"278 13th St, Seattle ,WA",July,Client9
3,9615,prod4,1,800,07/13/19 13:13,"176 Johnson St, New York City ,NY",July,Client2
4,9615,prod14,8,100,07/13/19 13:13,"176 Johnson St, New York City ,NY",July,Client2
5,9615,prod1,5,700,07/13/19 13:13,"176 Johnson St, New York City ,NY",July,Client2
6,9615,prod14,10,100,07/13/19 13:13,"176 Johnson St, New York City ,NY",July,Client2
7,9616,prod4,1,800,07/24/19 15:06,"363 Willow St, Los Angeles ,CA",July,Client8
8,9616,prod12,8,400,07/24/19 15:06,"363 Willow St, Los Angeles ,CA",July,Client8
9,9616,prod15,1,1000,07/24/19 15:06,"363 Willow St, Los Angeles ,CA",July,Client8
10,9616,prod2,2,500,07/24/19 15:06,"363 Willow St, Los Angeles ,CA",July,Client8
11,9617,prod1,1,700,07/07/19 22:43,"692 South St, Austin ,TX",July,Client3
12,9617,prod11,9,600,07/07/19 22:43,"692 South St, Austin ,TX",July,Client3
13,9617,prod5,7,900,07/07/19 22:43,"692 South St, Austin ,TX",July,Client3
14,9617,prod10,4,1000,07/07/19 22:43,"692 South St, Austin ,TX",July,Client3
15,9618,prod14,1,100,07/23/19 09:50,"650 10th St, New York City ,NY",July,Client2
16,9618,prod1,11,700,07/23/19 09:50,"650 10th St, New York City ,NY",July,Client2
17,9618,prod2,1,500,07/23/19 09:50,"650 10th St, New York City ,NY",July,Client2
18,9619,prod5,1,900,07/15/19 05:04,"783 Walnut St, Boston ,MA",July,Client1
19,9619,prod1,1,700,07/15/19 05:04,"783 Walnut St, Boston ,MA",July,Client1
20,9619,prod11,6,600,07/15/19 05:04,"783 Walnut St, Boston ,MA",July,Client1
21,9619,prod12,6,400,07/15/19 05:04,"783 Walnut St, Boston ,MA",July,Client1
22,9620,prod13,1,200,07/11/19 19:21,"757 Park St, Seattle ,WA",July,Client9
23,9620,prod12,10,400,07/11/19 19:21,"757 Park St, Seattle ,WA",July,Client9
24,9620,prod2,1,500,07/11/19 19:21,"757 Park St, Seattle ,WA",July,Client9
25,9621,prod3,1,300,07/20/19 13:12,"884 9th St, Dallas ,TX",July,Client4
26,9621,prod3,3,300,07/20/19 13:12,"884 9th St, Dallas ,TX",July,Client4
27,9621,prod15,3,1000,07/20/19 13:12,"884 9th St, Dallas ,TX",July,Client4
28,9622,prod10,1,1000,07/07/19 18:32,"287 Forest St, Atlanta ,GA",July,Client5
29,9622,prod15,7,1000,07/07/19 18:32,"287 Forest St, Atlanta ,GA",July,Client5
30,9623,prod10,1,1000,07/09/19 00:02,"78 North St, Boston ,MA",July,Client1
31,9623,prod12,7,400,07/09/19 00:02,"78 North St, Boston ,MA",July,Client1
32,9623,prod2,6,500,07/09/19 00:02,"78 North St, Boston ,MA",July,Client1
33,9623,prod2,1,500,07/09/19 00:02,"78 North St, Boston ,MA",July,Client1
34,9624,prod2,1,500,07/02/19 10:40,"25 Lakeview St, New York City ,NY",July,Client2
35,9624,prod15,1,1000,07/02/19 10:40,"25 Lakeview St, New York City ,NY",July,Client2
36,9624,prod7,8,400,07/02/19 10:40,"25 Lakeview St, New York City ,NY",July,Client2
37,9625,prod15,1,1000,07/07/19 21:03,"101 5th St, Los Angeles ,CA",July,Client8
38,9625,prod12,10,400,07/07/19 21:03,"101 5th St, Los Angeles ,CA",July,Client8
39,9625,prod11,6,600,07/07/19 21:03,"101 5th St, Los Angeles ,CA",July,Client8
40,9625,prod15,3,1000,07/07/19 21:03,"101 5th St, Los Angeles ,CA",July,Client8
41,9626,prod12,1,400,07/15/19 13:50,"983 13th St, Atlanta ,GA",July,Client5
42,9626,prod6,7,600,07/15/19 13:50,"983 13th St, Atlanta ,GA",July,Client5
43,9626,prod15,4,1000,07/15/19 13:50,"983 13th St, Atlanta ,GA",July,Client5
44,9627,prod1,1,700,07/16/19 11:33,"470 Lincoln St, San Francisco ,CA",July,Client0
45,9627,prod3,7,300,07/16/19 11:33,"470 Lincoln St, San Francisco ,CA",July,Client0
46,9627,prod2,3,500,07/16/19 11:33,"470 Lincoln St, San Francisco ,CA",July,Client0
47,9627,prod5,6,900,07/16/19 11:33,"470 Lincoln St, San Francisco ,CA",July,Client0
48,9628,prod13,1,200,07/24/19 11:39,"873 2nd St, Austin ,TX",July,Client3
49,9628,prod13,11,200,07/24/19 11:39,"873 2nd St, Austin ,TX",July,Client3
50,9628,prod7,6,400,07/24/19 11:39,"873 2nd St, Austin ,TX",July,Client3
51,9629,prod15,1,1000,07/04/19 20:42,"558 11th St, Boston ,MA",July,Client1
52,9629,prod9,9,100,07/04/19 20:42,"558 11th St, Boston ,MA",July,Client1
53,9629,prod15,8,1000,07/04/19 20:42,"558 11th St, Boston ,MA",July,Client1
54,9629,prod2,2,500,07/04/19 20:42,"558 11th St, Boston ,MA",July,Client1
55,9630,prod15,1,1000,07/30/19 13:28,"404 12th St, Los Angeles ,CA",July,Client8
56,9630,prod15,11,1000,07/30/19 13:28,"404 12th St, Los Angeles ,CA",July,Client8
57,9631,prod4,1,800,07/04/19 23:19,"295 5th St, Boston ,MA",July,Client1
58,9631,prod12,3,400,07/04/19 23:19,"295 5th St, Boston ,MA",July,Client1
59,9631,prod11,6,600,07/04/19 23:19,"295 5th St, Boston ,MA",July,Client1
60,9631,prod7,9,400,07/04/19 23:19,"295 5th St, Boston ,MA",July,Client1
61,9632,prod15,1,1000,07/16/19 09:59,"786 13th St, New York City ,NY",July,Client2
62,9632,prod13,3,200,07/16/19 09:59,"786 13th St, New York City ,NY",July,Client2
63,9632,prod1,1,700,07/16/19 09:59,"786 13th St, New York City ,NY",July,Client2
64,9632,prod1,5,700,07/16/19 09:59,"786 13th St, New York City ,NY",July,Client2
65,9633,prod15,1,1000,07/16/19 19:56,"775 1st St, New York City ,NY",July,Client2
66,9633,prod3,1,300,07/16/19 19:56,"775 1st St, New York City ,NY",July,Client2
67,9633,prod3,7,300,07/16/19 19:56,"775 1st St, New York City ,NY",July,Client2
68,9633,prod1,10,700,07/16/19 19:56,"775 1st St, New York City ,NY",July,Client2
69,9634,prod10,1,1000,07/05/19 10:32,"886 Washington St, Portland ,OR",July,Client6
70,9634,prod4,4,800,07/05/19 10:32,"886 Washington St, Portland ,OR",July,Client6
71,9635,prod10,1,1000,07/19/19 09:29,"406 1st St, Dallas ,TX",July,Client4
72,9635,prod10,1,1000,07/19/19 09:29,"406 1st St, Dallas ,TX",July,Client4
73,9636,prod10,1,1000,07/27/19 16:38,"458 Lincoln St, San Francisco ,CA",July,Client0
74,9636,prod5,8,900,07/27/19 16:38,"458 Lincoln St, San Francisco ,CA",July,Client0
75,9637,prod13,1,200,07/25/19 22:43,"703 Madison St, Los Angeles ,CA",July,Client8
76,9637,prod1,10,700,07/25/19 22:43,"703 Madison St, Los Angeles ,CA",July,Client8
77,9637,prod15,11,1000,07/25/19 22:43,"703 Madison St, Los Angeles ,CA",July,Client8
78,9638,prod1,1,700,07/18/19 20:54,"207 Church St, Los Angeles ,CA",July,Client8
79,9638,prod15,6,1000,07/18/19 20:54,"207 Church St, Los Angeles ,CA",July,Client8
80,9639,prod6,1,600,07/23/19 12:25,"854 Jefferson St, Seattle ,WA",July,Client9
81,9639,prod15,2,1000,07/23/19 12:25,"854 Jefferson St, Seattle ,WA",July,Client9
82,9639,prod8,10,200,07/23/19 12:25,"854 Jefferson St, Seattle ,WA",July,Client9
83,9640,prod5,1,900,07/19/19 16:32,"288 11th St, Atlanta ,GA",July,Client5
84,9640,prod9,1,100,07/19/19 16:32,"288 11th St, Atlanta ,GA",July,Client5
