,OrderID,Product,QtyOrdered,UnitPrice,OrderDate,OrderLocation,Month,ClientName
0,5884,prod14,1,100,04/16/19 17:23,"411 Park St, Los Angeles ,CA",April,Client8
1,5884,prod13,6,200,04/16/19 17:23,"411 Park St, Los Angeles ,CA",April,Client8
2,5884,prod15,5,1000,04/16/19 17:23,"411 Park St, Los Angeles ,CA",April,Client8
3,5885,prod1,1,700,04/21/19 13:22,"890 8th St, Los Angeles ,CA",April,Client8
4,5885,prod3,7,300,04/21/19 13:22,"890 8th St, Los Angeles ,CA",April,Client8
5,5885,prod14,4,100,04/21/19 13:22,"890 8th St, Los Angeles ,CA",April,Client8
6,5885,prod9,11,100,04/21/19 13:22,"890 8th St, Los Angeles ,CA",April,Client8
7,5886,prod10,1,1000,04/30/19 14:16,"139 Jefferson St, Dallas ,TX",April,Client4
8,5886,prod5,2,900,04/30/19 14:16,"139 Jefferson St, Dallas ,TX",April,Client4
9,5887,prod15,1,1000,04/27/19 12:08,"270 Dogwood St, San Francisco ,CA",April,Client0
10,5887,prod9,8,100,04/27/19 12:08,"270 Dogwood St, San Francisco ,CA",April,Client0
11,5887,prod15,9,1000,04/27/19 12:08,"270 Dogwood St, San Francisco ,CA",April,Client0
12,5887,prod12,11,400,04/27/19 12:08,"270 Dogwood St, San Francisco ,CA",April,Client0
13,5888,prod2,1,500,04/26/19 10:31,"608 Main St, Dallas ,TX",April,Client4
14,5888,prod15,4,1000,04/26/19 10:31,"608 Main St, Dallas ,TX",April,Client4
15,5888,prod13,10,200,04/26/19 10:31,"608 Main St, Dallas ,TX",April,Client4
16,5889,prod15,1,1000,04/23/19 01:11,"559 Chestnut St, Atlanta ,GA",April,Client5
17,5889,prod12,5,400,04/23/19 01:11,"559 Chestnut St, Atlanta ,GA",April,Client5
18,5889,prod5,4,900,04/23/19 01:11,"559 Chestnut St, Atlanta ,GA",April,Client5
19,5889,prod15,3,1000,04/23/19 01:11,"559 Chestnut St, Atlanta ,GA",April,Client5
20,5890,prod1,1,700,04/12/19 16:15,"500 South St, New York City ,NY",April,Client2
21,5890,prod6,3,600,04/12/19 16:15,"500 South St, New York City ,NY",April,Client2
22,5890,prod15,4,1000,04/12/19 16:15,"500 South St, New York City ,NY",April,Client2
23,5890,prod12,2,400,04/12/19 16:15,"500 South St, New York City ,NY",April,Client2
24,5891,prod15,1,1000,04/06/19 16:41,"483 Dogwood St, San Francisco ,CA",April,Client0
25,5891,prod6,5,600,04/06/19 16:41,"483 Dogwood St, San Francisco ,CA",April,Client0
26,5891,prod15,6,1000,04/06/19 16:41,"483 Dogwood St, San Francisco ,CA",April,Client0
27,5891,prod12,6,400,04/06/19 16:41,"483 Dogwood St, San Francisco ,CA",April,Client0
28,5892,prod14,1,100,04/22/19 12:12,"478 14th St, Austin ,TX",April,Client3
29,5892,prod15,3,1000,04/22/19 12:12,"478 14th St, Austin ,TX",April,Client3
30,5892,prod9,4,100,04/22/19 12:12,"478 14th St, Austin ,TX",April,Client3
31,5893,prod3,1,300,04/10/19 11:04,"38 4th St, New York City ,NY",April,Client2
32,5893,prod12,6,400,04/10/19 11:04,"38 4th St, New York City ,NY",April,Client2
33,5893,prod3,1,300,04/10/19 11:04,"38 4th St, New York City ,NY",April,Client2
34,5894,prod14,1,100,04/17/19 16:44,"481 Park St, Atlanta ,GA",April,Client5
35,5894,prod14,8,100,04/17/19 16:44,"481 Park St, Atlanta ,GA",April,Client5
36,5894,prod6,11,600,04/17/19 16:44,"481 Park St, Atlanta ,GA",April,Client5
37,5895,prod3,1,300,04/17/19 17:23,"978 Dogwood St, Dallas ,TX",April,Client4
38,5895,prod5,5,900,04/17/19 17:23,"978 Dogwood St, Dallas ,TX",April,Client4
39,5895,prod3,11,300,04/17/19 17:23,"978 Dogwood St, Dallas ,TX",April,Client4
40,5896,prod13,1,200,04/26/19 12:59,"467 9th St, Los Angeles ,CA",April,Client8
41,5896,prod14,9,100,04/26/19 12:59,"467 9th St, Los Angeles ,CA",April,Client8
42,5896,prod14,8,100,04/26/19 12:59,"467 9th St, Los Angeles ,CA",April,Client8
43,5897,prod12,1,400,04/01/19 18:08,"974 Main St, San Francisco ,CA",April,Client0
44,5897,prod10,4,1000,04/01/19 18:08,"974 Main St, San Francisco ,CA",April,Client0
45,5897,prod15,4,1000,04/01/19 18:08,"974 Main St, San Francisco ,CA",April,Client0
46,5898,prod13,1,200,04/05/19 19:46,"307 13th St, Los Angeles ,CA",April,Client8
47,5898,prod12,2,400,04/05/19 19:46,"307 13th St, Los Angeles ,CA",April,Client8
48,5898,prod15,4,1000,04/05/19 19:46,"307 13th St, Los Angeles ,CA",April,Client8
49,5899,prod2,1,500,04/14/19 07:51,"570 1st St, Los Angeles ,CA",April,Client8
50,5899,prod12,1,400,04/14/19 07:51,"570 1st St, Los Angeles ,CA",April,Client8
51,5899,prod10,1,1000,04/14/19 07:51,"570 1st St, Los Angeles ,CA",April,Client8
52,5900,prod2,1,500,04/12/19 08:54,"99 Hill St, San Francisco ,CA",April,Client0
